date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:40:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:20%20GMT	http://theninetiesarcade.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_zpuuaMLp.esm.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_zpuuaMLp.esm.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:21	131014/131014	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Aug%202025%2018:43:00%20GMT	https://theninetiesarcade.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_zpuuaMLp.esm.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_zpuuaMLp.esm.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:21	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:caf0c52fc2737d3120f26aaf2829a53b%22	https://theninetiesarcade.com/products/modules/v2/chunk.common_zpuuaMLp.esm.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/products/modules/v2/chunk.common_zpuuaMLp.esm.e.delayed	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:21	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:4ce51e3580877683d5d00e614f6f80e5%22	https://theninetiesarcade.com/products/modules/v2/client.shop-login-button_D-X5HJtB.en.esm.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/products/modules/v2/client.shop-login-button_D-X5HJtB.en.esm.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:22%20GMT	http://theninetiesarcade.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.11.delayed	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:23	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2020%20Jul%202025%2005:57:20%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/My%20Web%20Sites/eities/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:23%20GMT	http://theninetiesarcade.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-d21ba94d.js?v=20220906	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-d21ba94db805.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:23	13334/13334	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2022%20Jul%202025%2023:51:35%20GMT	https://theninetiesarcade.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:23	78896/78896	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2007%20Jul%202025%2011:52:18%20GMT	https://theninetiesarcade.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-d21ba94d.js?v=20220906	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-d21ba94db805.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:24	299262/299262	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Aug%202025%2001:31:50%20GMT	https://theninetiesarcade.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:24	86440/86440	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Aug%202025%2001:07:34%20GMT	https://theninetiesarcade.com/cdn/shopifycloud/privacy-banner/storefront-banner.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/privacy-banner/storefront-banner.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:24%20GMT	http://theninetiesarcade.com/cdn/shop/t/5/compiled_assets/scripts.js?193	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/compiled_assets/scripts.17bd68.delayed	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:26	5148/5148	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2006%20Aug%202025%2019:47:19%20GMT	https://theninetiesarcade.com/cdn/shop/t/5/compiled_assets/scripts.js?193	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/compiled_assets/scriptsbd68.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:26	13668/13668	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2001:33:34%20GMT	https://theninetiesarcade.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:26%20GMT	http://theninetiesarcade.com/cdn/shop/t/5/assets/base.css?v=15529285502104181161740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/base2271.css	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:27%20GMT	http://theninetiesarcade.com/cdn/shop/t/5/assets/component-predictive-search.css?v=76514217051199997821740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/component-predictive-searchd477.css	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:27	351761/351761	---MCZ	200	added ('OK')	text/css	date:Fri,%2020%20Jun%202025%2023:48:59%20GMT	https://theninetiesarcade.com/cdn/shop/t/5/assets/base.css?v=15529285502104181161740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/base2271.css	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:27	4977/4977	---MCZ	200	added ('OK')	text/css	date:Wed,%2030%20Jul%202025%2017:42:17%20GMT	https://theninetiesarcade.com/cdn/shop/t/5/assets/component-predictive-search.css?v=76514217051199997821740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/component-predictive-searchd477.css	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:28	3359/3359	---M-Z	200	added ('OK')	application/javascript	etag:W/%22927a567dedc349d17d1bae30eec810eb%22	https://static.klaviyo.com/onsite/js/WN25Nx/klaviyo.js?company_id=WN25Nx	C:/My%20Web%20Sites/eities/static.klaviyo.com/onsite/js/WN25Nx/klaviyo3cb1.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:29	168313/168313	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:cf67d6f1fb6ada76dfa8c68db32a5a16%22	https://theninetiesarcade.com/products/POST	C:/My%20Web%20Sites/eities/theninetiesarcade.com/products/POST	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:30	168313/168313	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:cf67d6f1fb6ada76dfa8c68db32a5a16%22	https://theninetiesarcade.com/products/GET	C:/My%20Web%20Sites/eities/theninetiesarcade.com/products/GET	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:30	506/506	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Aug%202025%2006:15:59%20GMT	https://cdn.shopify.com/extensions/34fd8d9a-71fe-404e-b131-93ab807780b6/bucks-19/assets/widgetLoader.js	C:/My%20Web%20Sites/eities/cdn.shopify.com/extensions/34fd8d9a-71fe-404e-b131-93ab807780b6/bucks-19/assets/widgetLoader.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:30	28907/28907	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2008%20Jul%202025%2012:14:04%20GMT	https://cdn.shopify.com/extensions/e1208928-e6f5-42af-9f2c-5f9b4dda7ef0/countdown-timer-essential-33/assets/countdown_timer_essential_apps.min.js	C:/My%20Web%20Sites/eities/cdn.shopify.com/extensions/e1208928-e6f5-42af-9f2c-5f9b4dda7ef0/countdown-timer-essential-33/assets/countdown_timer_essential_apps.min.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:30%20GMT	http://theninetiesarcade.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.23.delayed	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:31%20GMT	http://theninetiesarcade.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.25.delayed	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:32	83425/83425	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2006%20Aug%202025%2016:20:27%20GMT	https://theninetiesarcade.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:32	13749/13749	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2023%20Jul%202025%2018:31:08%20GMT	https://theninetiesarcade.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:32	38579/38579	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2006%20Aug%202025%2008:05:13%20GMT	https://theninetiesarcade.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.0.0.min.js	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.0.0.min.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:32%20GMT	http://theninetiesarcade.com/cdn/shop/files/Captura_de_pantalla_2025-02-24_a_las_13.09.02.png?v=1740398956&width=500	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/Captura_de_pantalla_2025-02-24_a_las_13.09.02.281f33.delayed	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:33	11770/11770	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Jul%202025%2003:14:22%20GMT	https://theninetiesarcade.com/cdn/shop/files/Captura_de_pantalla_2025-02-24_a_las_13.09.02.png?v=1740398956&width=500	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/Captura_de_pantalla_2025-02-24_a_las_13.09.021f33.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:33%20GMT	http://theninetiesarcade.com/cdn/shop/t/5/assets/component-pickup-availability.css?v=132348821858131657411740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/component-pickup-availabilityfea3.css	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:34	168313/168313	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:cf67d6f1fb6ada76dfa8c68db32a5a16%22	https://theninetiesarcade.com/products/Trident/	C:/My%20Web%20Sites/eities/theninetiesarcade.com/products/Trident/index.html	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:35	3044/3044	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Jul%202025%2000:33:36%20GMT	https://theninetiesarcade.com/cdn/shop/t/5/assets/component-pickup-availability.css?v=132348821858131657411740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/component-pickup-availabilityfea3.css	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:34%20GMT	http://theninetiesarcade.com/cdn/shop/t/5/assets/pickup-availability.js?v=79308454523338307861740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/pickup-availability94a4.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:35	2755/2755	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2009%20Jul%202025%2011:11:40%20GMT	https://theninetiesarcade.com/cdn/shop/t/5/assets/pickup-availability.js?v=79308454523338307861740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/pickup-availability94a4.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:35%20GMT	http://theninetiesarcade.com/cdn/shop/t/5/assets/product-modal.js?v=52128055760098790431740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/product-modale938.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:36	1066/1066	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2001%20Mar%202025%2020:21:56%20GMT	https://theninetiesarcade.com/cdn/shop/t/5/assets/product-modal.js?v=52128055760098790431740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/product-modale938.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:36%20GMT	http://theninetiesarcade.com/cdn/shop/t/5/assets/media-gallery.js?v=116888628631191181381740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/media-galleryd55a.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:36	4449/4449	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2009%20Jul%202025%2011:11:40%20GMT	https://theninetiesarcade.com/cdn/shop/t/5/assets/media-gallery.js?v=116888628631191181381740860178	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/t/5/assets/media-galleryd55a.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:36%20GMT	http://theninetiesarcade.com/cdn/shop/files/preview_images/28b8726c5de44bf9b3b3575e29901f37.thumbnail.0000000000.jpg?v=1740421674	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/28b8726c5de44bf9b3b3575e29901f37.thumbnail.0000000000a52b.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:37%20GMT	http://theninetiesarcade.com/cdn/shop/files/preview_images/164f2c8981534ba1bdf98650f7894858.thumbnail.0000000000.jpg?v=1740421763	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/164f2c8981534ba1bdf98650f7894858.thumbnail.0000000000f1e6.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:37	91227/91227	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Aug%202025%2001:40:36%20GMT	https://theninetiesarcade.com/cdn/shop/files/preview_images/28b8726c5de44bf9b3b3575e29901f37.thumbnail.0000000000.jpg?v=1740421674	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/28b8726c5de44bf9b3b3575e29901f37.thumbnail.0000000000a52b.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:37%20GMT	http://theninetiesarcade.com/cdn/shop/files/preview_images/922fa77b4151454ca3eaaa0898f7e9ae.thumbnail.0000000000.jpg?v=1740421834	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/922fa77b4151454ca3eaaa0898f7e9ae.thumbnail.00000000007b13.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:39	163797/163797	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Aug%202025%2001:40:37%20GMT	https://theninetiesarcade.com/cdn/shop/files/preview_images/164f2c8981534ba1bdf98650f7894858.thumbnail.0000000000.jpg?v=1740421763	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/164f2c8981534ba1bdf98650f7894858.thumbnail.0000000000f1e6.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:39%20GMT	http://theninetiesarcade.com/cdn/shop/files/preview_images/9a3ff54f91754d74bcd09f3a487a673e.thumbnail.0000000000.jpg?v=1740421968	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/9a3ff54f91754d74bcd09f3a487a673e.thumbnail.0000000000b09a.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:41	94629/94629	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Aug%202025%2001:40:39%20GMT	https://theninetiesarcade.com/cdn/shop/files/preview_images/922fa77b4151454ca3eaaa0898f7e9ae.thumbnail.0000000000.jpg?v=1740421834	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/922fa77b4151454ca3eaaa0898f7e9ae.thumbnail.00000000007b13.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:41%20GMT	http://theninetiesarcade.com/cdn/shop/files/preview_images/8445a27a5b424000a51cb813fbdbc51c.thumbnail.0000000000.jpg?v=1740422042	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/8445a27a5b424000a51cb813fbdbc51c.thumbnail.0000000000a517.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:43	133141/133141	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Aug%202025%2001:40:41%20GMT	https://theninetiesarcade.com/cdn/shop/files/preview_images/9a3ff54f91754d74bcd09f3a487a673e.thumbnail.0000000000.jpg?v=1740421968	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/9a3ff54f91754d74bcd09f3a487a673e.thumbnail.0000000000b09a.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:44%20GMT	http://theninetiesarcade.com/cdn/shop/files/preview_images/aa16d68147474ea8949f3d605e140cb4.thumbnail.0000000000.jpg?v=1741549665	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/aa16d68147474ea8949f3d605e140cb4.thumbnail.00000000004a59.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:45	96875/96875	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Aug%202025%2001:40:43%20GMT	https://theninetiesarcade.com/cdn/shop/files/preview_images/8445a27a5b424000a51cb813fbdbc51c.thumbnail.0000000000.jpg?v=1740422042	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/8445a27a5b424000a51cb813fbdbc51c.thumbnail.0000000000a517.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:45%20GMT	http://theninetiesarcade.com/cdn/shop/files/10-min_3.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/10-min_3365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:47	89250/89250	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Aug%202025%2001:40:45%20GMT	https://theninetiesarcade.com/cdn/shop/files/preview_images/aa16d68147474ea8949f3d605e140cb4.thumbnail.0000000000.jpg?v=1741549665	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/aa16d68147474ea8949f3d605e140cb4.thumbnail.00000000004a59.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:48	4881/4881	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Aug%202025%2001:17:27%20GMT	https://theninetiesarcade.com/cdn/shop/files/10-min_3.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/10-min_3365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:47%20GMT	http://theninetiesarcade.com/cdn/shop/files/6-min_1.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/6-min_1365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:50	19765/19765	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Aug%202025%2001:17:27%20GMT	https://theninetiesarcade.com/cdn/shop/files/6-min_1.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/6-min_1365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:49%20GMT	http://theninetiesarcade.com/cdn/shop/files/1-min_1.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/1-min_1365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
